sid,date,mtype,value
AEM00041217,20170115,TMAX,229,,,S,
AEM00041217,20170115,TMIN,149,,,S,
AEM00041217,20170115,TAVG,192,H,,S,
AG000060611,20170104,TMIN,-5,,,S,
AG000060611,20170104,TAVG,73,H,,S,
